Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity generation [MW]
2015-03-01 11:00:00,13,6,3,2015,366.5
2015-03-01 12:00:00,14,6,3,2015,364.0
2015-03-01 13:00:00,15,6,3,2015,380.25
2015-03-01 14:00:00,16,6,3,2015,399.25
2015-03-01 15:00:00,17,6,3,2015,429.5
2015-03-01 16:00:00,18,6,3,2015,509.25
2015-03-01 17:00:00,19,6,3,2015,536.75
2015-03-01 18:00:00,20,6,3,2015,532.75
2015-03-01 19:00:00,21,6,3,2015,516.5
2015-03-01 20:00:00,22,6,3,2015,484.25
2015-03-01 21:00:00,23,6,3,2015,450.6666666666667
2015-03-01 22:00:00,0,0,3,2015,393.5
2015-03-01 23:00:00,1,0,3,2015,347.25
2015-03-02 00:00:00,2,0,3,2015,322.5
2015-03-02 01:00:00,3,0,3,2015,312.5
2015-03-02 02:00:00,4,0,3,2015,312.75
2015-03-02 03:00:00,5,0,3,2015,322.5
2015-03-02 04:00:00,6,0,3,2015,369.0
2015-03-02 05:00:00,7,0,3,2015,428.25
2015-03-02 06:00:00,8,0,3,2015,462.25
2015-03-02 07:00:00,9,0,3,2015,462.25
2015-03-02 08:00:00,10,0,3,2015,453.5
2015-03-02 09:00:00,11,0,3,2015,453.25
2015-03-02 10:00:00,12,0,3,2015,464.75
2015-03-02 11:00:00,13,0,3,2015,463.25
2015-03-02 12:00:00,14,0,3,2015,464.75
2015-03-02 13:00:00,15,0,3,2015,467.75
2015-03-02 14:00:00,16,0,3,2015,461.75
2015-03-02 15:00:00,17,0,3,2015,480.0
2015-03-02 16:00:00,18,0,3,2015,567.5
2015-03-02 17:00:00,19,0,3,2015,598.25
2015-03-02 18:00:00,20,0,3,2015,584.25
2015-03-02 19:00:00,21,0,3,2015,555.0
2015-03-02 20:00:00,22,0,3,2015,509.25
2015-03-02 21:00:00,23,0,3,2015,454.3333333333333
2015-03-02 22:00:00,0,1,3,2015,392.75
2015-03-02 23:00:00,1,1,3,2015,348.25
2015-03-03 00:00:00,2,1,3,2015,324.0
2015-03-03 01:00:00,3,1,3,2015,318.25
2015-03-03 02:00:00,4,1,3,2015,319.75
2015-03-03 03:00:00,5,1,3,2015,329.0
2015-03-03 04:00:00,6,1,3,2015,379.5
2015-03-03 05:00:00,7,1,3,2015,439.25
2015-03-03 06:00:00,8,1,3,2015,477.0
2015-03-03 07:00:00,9,1,3,2015,484.75
2015-03-03 08:00:00,10,1,3,2015,473.75
2015-03-03 09:00:00,11,1,3,2015,483.5
2015-03-03 10:00:00,12,1,3,2015,498.5
2015-03-03 11:00:00,13,1,3,2015,497.75
2015-03-03 12:00:00,14,1,3,2015,501.75
2015-03-03 13:00:00,15,1,3,2015,503.25
2015-03-03 14:00:00,16,1,3,2015,504.75
2015-03-03 15:00:00,17,1,3,2015,522.75
2015-03-03 16:00:00,18,1,3,2015,603.25
2015-03-03 17:00:00,19,1,3,2015,629.5
2015-03-03 18:00:00,20,1,3,2015,608.75
2015-03-03 19:00:00,21,1,3,2015,574.5
2015-03-03 20:00:00,22,1,3,2015,526.25
2015-03-03 21:00:00,23,1,3,2015,472.0
2015-03-03 22:00:00,0,2,3,2015,405.0
2015-03-03 23:00:00,1,2,3,2015,360.5
2015-03-04 00:00:00,2,2,3,2015,338.0
2015-03-04 01:00:00,3,2,3,2015,328.25
2015-03-04 02:00:00,4,2,3,2015,327.75
2015-03-04 03:00:00,5,2,3,2015,334.5
2015-03-04 04:00:00,6,2,3,2015,383.5
2015-03-04 05:00:00,7,2,3,2015,441.25
2015-03-04 06:00:00,8,2,3,2015,465.0
2015-03-04 07:00:00,9,2,3,2015,466.25
2015-03-04 08:00:00,10,2,3,2015,456.0
2015-03-04 09:00:00,11,2,3,2015,454.5
2015-03-04 10:00:00,12,2,3,2015,458.25
2015-03-04 11:00:00,13,2,3,2015,457.75
2015-03-04 12:00:00,14,2,3,2015,454.5
2015-03-04 13:00:00,15,2,3,2015,453.5
2015-03-04 14:00:00,16,2,3,2015,451.75
2015-03-04 15:00:00,17,2,3,2015,476.5
2015-03-04 16:00:00,18,2,3,2015,557.75
2015-03-04 17:00:00,19,2,3,2015,588.5
2015-03-04 18:00:00,20,2,3,2015,577.25
2015-03-04 19:00:00,21,2,3,2015,551.5
2015-03-04 20:00:00,22,2,3,2015,511.5
2015-03-04 21:00:00,23,2,3,2015,463.0
2015-03-04 22:00:00,0,3,3,2015,401.5
2015-03-04 23:00:00,1,3,3,2015,358.75
2015-03-05 00:00:00,2,3,3,2015,337.75
2015-03-05 01:00:00,3,3,3,2015,328.25
2015-03-05 02:00:00,4,3,3,2015,328.75
2015-03-05 03:00:00,5,3,3,2015,336.25
2015-03-05 04:00:00,6,3,3,2015,384.25
2015-03-05 05:00:00,7,3,3,2015,438.0
2015-03-05 06:00:00,8,3,3,2015,462.5
2015-03-05 07:00:00,9,3,3,2015,462.5
2015-03-05 08:00:00,10,3,3,2015,454.75
2015-03-05 09:00:00,11,3,3,2015,455.75
2015-03-05 10:00:00,12,3,3,2015,457.75
2015-03-05 11:00:00,13,3,3,2015,454.0
2015-03-05 12:00:00,14,3,3,2015,447.75
2015-03-05 13:00:00,15,3,3,2015,449.0
2015-03-05 14:00:00,16,3,3,2015,449.75
2015-03-05 15:00:00,17,3,3,2015,476.0
2015-03-05 16:00:00,18,3,3,2015,564.0
2015-03-05 17:00:00,19,3,3,2015,595.25
2015-03-05 18:00:00,20,3,3,2015,580.5
2015-03-05 19:00:00,21,3,3,2015,552.0
2015-03-05 20:00:00,22,3,3,2015,510.75
2015-03-05 21:00:00,23,3,3,2015,462.0
2015-03-05 22:00:00,0,4,3,2015,404.25
2015-03-05 23:00:00,1,4,3,2015,360.0
2015-03-06 00:00:00,2,4,3,2015,339.5
2015-03-06 01:00:00,3,4,3,2015,329.0
2015-03-06 02:00:00,4,4,3,2015,328.75
2015-03-06 03:00:00,5,4,3,2015,335.75
2015-03-06 04:00:00,6,4,3,2015,381.75
2015-03-06 05:00:00,7,4,3,2015,436.25
2015-03-06 06:00:00,8,4,3,2015,462.5
2015-03-06 07:00:00,9,4,3,2015,463.75
2015-03-06 08:00:00,10,4,3,2015,452.75
2015-03-06 09:00:00,11,4,3,2015,450.5
2015-03-06 10:00:00,12,4,3,2015,447.5
2015-03-06 11:00:00,13,4,3,2015,444.0
2015-03-06 12:00:00,14,4,3,2015,439.0
2015-03-06 13:00:00,15,4,3,2015,436.0
2015-03-06 14:00:00,16,4,3,2015,439.5
2015-03-06 15:00:00,17,4,3,2015,463.75
2015-03-06 16:00:00,18,4,3,2015,544.5
2015-03-06 17:00:00,19,4,3,2015,569.5
2015-03-06 18:00:00,20,4,3,2015,556.75
2015-03-06 19:00:00,21,4,3,2015,527.5
2015-03-06 20:00:00,22,4,3,2015,491.75
2015-03-06 21:00:00,23,4,3,2015,446.25
2015-03-06 22:00:00,0,5,3,2015,399.0
2015-03-06 23:00:00,1,5,3,2015,357.5
2015-03-07 00:00:00,2,5,3,2015,334.0
2015-03-07 01:00:00,3,5,3,2015,322.5
2015-03-07 02:00:00,4,5,3,2015,318.25
2015-03-07 03:00:00,5,5,3,2015,315.25
2015-03-07 04:00:00,6,5,3,2015,322.5
2015-03-07 05:00:00,7,5,3,2015,350.0
2015-03-07 06:00:00,8,5,3,2015,372.5
2015-03-07 07:00:00,9,5,3,2015,388.25
2015-03-07 08:00:00,10,5,3,2015,390.25
2015-03-07 09:00:00,11,5,3,2015,387.5
2015-03-07 10:00:00,12,5,3,2015,392.5
2015-03-07 11:00:00,13,5,3,2015,391.75
2015-03-07 12:00:00,14,5,3,2015,379.0
2015-03-07 13:00:00,15,5,3,2015,378.25
2015-03-07 14:00:00,16,5,3,2015,388.75
2015-03-07 15:00:00,17,5,3,2015,419.5
2015-03-07 16:00:00,18,5,3,2015,500.25
2015-03-07 17:00:00,19,5,3,2015,530.5
2015-03-07 18:00:00,20,5,3,2015,509.0
2015-03-07 19:00:00,21,5,3,2015,478.25
2015-03-07 20:00:00,22,5,3,2015,448.0
2015-03-07 21:00:00,23,5,3,2015,419.6666666666667
2015-03-07 22:00:00,0,6,3,2015,371.0
2015-03-07 23:00:00,1,6,3,2015,335.5
2015-03-08 00:00:00,2,6,3,2015,314.0
2015-03-08 01:00:00,3,6,3,2015,303.5
2015-03-08 02:00:00,4,6,3,2015,301.25
2015-03-08 03:00:00,5,6,3,2015,294.5
2015-03-08 04:00:00,6,6,3,2015,294.75
2015-03-08 05:00:00,7,6,3,2015,306.75
2015-03-08 06:00:00,8,6,3,2015,315.25
2015-03-08 07:00:00,9,6,3,2015,322.75
2015-03-08 08:00:00,10,6,3,2015,333.0
2015-03-08 09:00:00,11,6,3,2015,348.25
2015-03-08 10:00:00,12,6,3,2015,355.75
2015-03-08 11:00:00,13,6,3,2015,352.5
2015-03-08 12:00:00,14,6,3,2015,336.0
2015-03-08 13:00:00,15,6,3,2015,335.25
2015-03-08 14:00:00,16,6,3,2015,347.5
2015-03-08 15:00:00,17,6,3,2015,376.75
2015-03-08 16:00:00,18,6,3,2015,455.75
2015-03-08 17:00:00,19,6,3,2015,489.75
2015-03-08 18:00:00,20,6,3,2015,481.5
2015-03-08 19:00:00,21,6,3,2015,464.75
2015-03-08 20:00:00,22,6,3,2015,430.75
2015-03-08 21:00:00,23,6,3,2015,399.3333333333333
2015-03-08 22:00:00,0,0,3,2015,350.5
2015-03-08 23:00:00,1,0,3,2015,314.25
2015-03-09 00:00:00,2,0,3,2015,298.25
2015-03-09 01:00:00,3,0,3,2015,289.5
2015-03-09 02:00:00,4,0,3,2015,290.5
2015-03-09 03:00:00,5,0,3,2015,295.5
2015-03-09 04:00:00,6,0,3,2015,341.75
2015-03-09 05:00:00,7,0,3,2015,399.5
2015-03-09 06:00:00,8,0,3,2015,435.5
2015-03-09 07:00:00,9,0,3,2015,436.25
2015-03-09 08:00:00,10,0,3,2015,441.75
2015-03-09 09:00:00,11,0,3,2015,453.25
2015-03-09 10:00:00,12,0,3,2015,456.0
2015-03-09 11:00:00,13,0,3,2015,445.5
2015-03-09 12:00:00,14,0,3,2015,436.5
2015-03-09 13:00:00,15,0,3,2015,430.25
2015-03-09 14:00:00,16,0,3,2015,430.5
2015-03-09 15:00:00,17,0,3,2015,450.25
2015-03-09 16:00:00,18,0,3,2015,525.0
2015-03-09 17:00:00,19,0,3,2015,549.75
2015-03-09 18:00:00,20,0,3,2015,528.75
2015-03-09 19:00:00,21,0,3,2015,493.5
2015-03-09 20:00:00,22,0,3,2015,450.5
2015-03-09 21:00:00,23,0,3,2015,399.25
2015-03-09 22:00:00,0,1,3,2015,355.25
2015-03-09 23:00:00,1,1,3,2015,324.0
2015-03-10 00:00:00,2,1,3,2015,308.0
2015-03-10 01:00:00,3,1,3,2015,302.0
2015-03-10 02:00:00,4,1,3,2015,303.0
2015-03-10 03:00:00,5,1,3,2015,308.75
2015-03-10 04:00:00,6,1,3,2015,352.75
2015-03-10 05:00:00,7,1,3,2015,400.25
2015-03-10 06:00:00,8,1,3,2015,432.0
2015-03-10 07:00:00,9,1,3,2015,438.25
2015-03-10 08:00:00,10,1,3,2015,434.75
2015-03-10 09:00:00,11,1,3,2015,431.75
2015-03-10 10:00:00,12,1,3,2015,434.5
2015-03-10 11:00:00,13,1,3,2015,429.75
2015-03-10 12:00:00,14,1,3,2015,421.0
2015-03-10 13:00:00,15,1,3,2015,423.75
2015-03-10 14:00:00,16,1,3,2015,427.75
2015-03-10 15:00:00,17,1,3,2015,450.25
2015-03-10 16:00:00,18,1,3,2015,523.0
2015-03-10 17:00:00,19,1,3,2015,542.5
2015-03-10 18:00:00,20,1,3,2015,518.0
2015-03-10 19:00:00,21,1,3,2015,480.25
2015-03-10 20:00:00,22,1,3,2015,437.0
2015-03-10 21:00:00,23,1,3,2015,396.3333333333333
2015-03-10 22:00:00,0,2,3,2015,350.75
2015-03-10 23:00:00,1,2,3,2015,319.0
2015-03-11 00:00:00,2,2,3,2015,303.75
2015-03-11 01:00:00,3,2,3,2015,297.75
2015-03-11 02:00:00,4,2,3,2015,300.0
2015-03-11 03:00:00,5,2,3,2015,309.25
2015-03-11 04:00:00,6,2,3,2015,358.75
2015-03-11 05:00:00,7,2,3,2015,436.75
2015-03-11 06:00:00,8,2,3,2015,487.75
2015-03-11 07:00:00,9,2,3,2015,511.75
2015-03-11 08:00:00,10,2,3,2015,519.0
2015-03-11 09:00:00,11,2,3,2015,538.75
2015-03-11 10:00:00,12,2,3,2015,550.5
2015-03-11 11:00:00,13,2,3,2015,543.25
2015-03-11 12:00:00,14,2,3,2015,538.5
2015-03-11 13:00:00,15,2,3,2015,535.75
2015-03-11 14:00:00,16,2,3,2015,538.75
2015-03-11 15:00:00,17,2,3,2015,554.25
2015-03-11 16:00:00,18,2,3,2015,596.0
2015-03-11 17:00:00,19,2,3,2015,609.0
2015-03-11 18:00:00,20,2,3,2015,579.0
2015-03-11 19:00:00,21,2,3,2015,538.0
2015-03-11 20:00:00,22,2,3,2015,487.5
2015-03-11 21:00:00,23,2,3,2015,430.25
2015-03-11 22:00:00,0,3,3,2015,380.0
2015-03-11 23:00:00,1,3,3,2015,342.25
2015-03-12 00:00:00,2,3,3,2015,324.75
2015-03-12 01:00:00,3,3,3,2015,316.75
2015-03-12 02:00:00,4,3,3,2015,316.5
2015-03-12 03:00:00,5,3,3,2015,320.0
2015-03-12 04:00:00,6,3,3,2015,372.25
2015-03-12 05:00:00,7,3,3,2015,444.5
2015-03-12 06:00:00,8,3,3,2015,489.0
2015-03-12 07:00:00,9,3,3,2015,481.0
2015-03-12 08:00:00,10,3,3,2015,461.0
2015-03-12 09:00:00,11,3,3,2015,464.25
2015-03-12 10:00:00,12,3,3,2015,467.75
2015-03-12 11:00:00,13,3,3,2015,460.0
2015-03-12 12:00:00,14,3,3,2015,461.0
2015-03-12 13:00:00,15,3,3,2015,449.75
2015-03-12 14:00:00,16,3,3,2015,452.75
2015-03-12 15:00:00,17,3,3,2015,471.5
2015-03-12 16:00:00,18,3,3,2015,557.0
2015-03-12 17:00:00,19,3,3,2015,598.0
2015-03-12 18:00:00,20,3,3,2015,573.0
2015-03-12 19:00:00,21,3,3,2015,536.0
2015-03-12 20:00:00,22,3,3,2015,486.75
2015-03-12 21:00:00,23,3,3,2015,433.0
2015-03-12 22:00:00,0,4,3,2015,375.0
2015-03-12 23:00:00,1,4,3,2015,339.25
2015-03-13 00:00:00,2,4,3,2015,323.75
2015-03-13 01:00:00,3,4,3,2015,311.75
2015-03-13 02:00:00,4,4,3,2015,312.75
2015-03-13 03:00:00,5,4,3,2015,318.75
2015-03-13 04:00:00,6,4,3,2015,369.0
2015-03-13 05:00:00,7,4,3,2015,415.0
2015-03-13 06:00:00,8,4,3,2015,439.5
2015-03-13 07:00:00,9,4,3,2015,434.0
2015-03-13 08:00:00,10,4,3,2015,433.75
2015-03-13 09:00:00,11,4,3,2015,433.75
2015-03-13 10:00:00,12,4,3,2015,440.5
2015-03-13 11:00:00,13,4,3,2015,453.5
2015-03-13 12:00:00,14,4,3,2015,463.5
2015-03-13 13:00:00,15,4,3,2015,465.5
2015-03-13 14:00:00,16,4,3,2015,470.25
2015-03-13 15:00:00,17,4,3,2015,488.75
2015-03-13 16:00:00,18,4,3,2015,547.5
2015-03-13 17:00:00,19,4,3,2015,573.25
2015-03-13 18:00:00,20,4,3,2015,557.75
2015-03-13 19:00:00,21,4,3,2015,522.5
2015-03-13 20:00:00,22,4,3,2015,482.5
2015-03-13 21:00:00,23,4,3,2015,440.3333333333333
2015-03-13 22:00:00,0,5,3,2015,383.5
2015-03-13 23:00:00,1,5,3,2015,342.25
2015-03-14 00:00:00,2,5,3,2015,322.0
2015-03-14 01:00:00,3,5,3,2015,307.75
2015-03-14 02:00:00,4,5,3,2015,307.75
2015-03-14 03:00:00,5,5,3,2015,302.25
2015-03-14 04:00:00,6,5,3,2015,313.25
2015-03-14 05:00:00,7,5,3,2015,342.25
2015-03-14 06:00:00,8,5,3,2015,373.0
2015-03-14 07:00:00,9,5,3,2015,391.0
2015-03-14 08:00:00,10,5,3,2015,391.75
2015-03-14 09:00:00,11,5,3,2015,394.0
2015-03-14 10:00:00,12,5,3,2015,400.5
2015-03-14 11:00:00,13,5,3,2015,409.5
2015-03-14 12:00:00,14,5,3,2015,409.75
2015-03-14 13:00:00,15,5,3,2015,422.0
2015-03-14 14:00:00,16,5,3,2015,435.25
2015-03-14 15:00:00,17,5,3,2015,456.0
2015-03-14 16:00:00,18,5,3,2015,520.75
2015-03-14 17:00:00,19,5,3,2015,560.25
2015-03-14 18:00:00,20,5,3,2015,538.0
2015-03-14 19:00:00,21,5,3,2015,503.75
2015-03-14 20:00:00,22,5,3,2015,468.25
2015-03-14 21:00:00,23,5,3,2015,427.75
2015-03-14 22:00:00,0,6,3,2015,384.0
2015-03-14 23:00:00,1,6,3,2015,344.75
2015-03-15 00:00:00,2,6,3,2015,321.5
2015-03-15 01:00:00,3,6,3,2015,311.25
2015-03-15 02:00:00,4,6,3,2015,306.75
2015-03-15 03:00:00,5,6,3,2015,299.0
2015-03-15 04:00:00,6,6,3,2015,306.25
2015-03-15 05:00:00,7,6,3,2015,319.25
2015-03-15 06:00:00,8,6,3,2015,325.0
2015-03-15 07:00:00,9,6,3,2015,327.0
2015-03-15 08:00:00,10,6,3,2015,345.75
2015-03-15 09:00:00,11,6,3,2015,367.0
2015-03-15 10:00:00,12,6,3,2015,376.0
2015-03-15 11:00:00,13,6,3,2015,370.0
2015-03-15 12:00:00,14,6,3,2015,350.5
2015-03-15 13:00:00,15,6,3,2015,353.75
2015-03-15 14:00:00,16,6,3,2015,365.5
2015-03-15 15:00:00,17,6,3,2015,386.75
2015-03-15 16:00:00,18,6,3,2015,463.5
2015-03-15 17:00:00,19,6,3,2015,519.25
2015-03-15 18:00:00,20,6,3,2015,520.75
2015-03-15 19:00:00,21,6,3,2015,498.25
2015-03-15 20:00:00,22,6,3,2015,458.75
2015-03-15 21:00:00,23,6,3,2015,420.3333333333333
2015-03-15 22:00:00,0,0,3,2015,363.0
2015-03-15 23:00:00,1,0,3,2015,327.25
2015-03-16 00:00:00,2,0,3,2015,308.25
2015-03-16 01:00:00,3,0,3,2015,301.0
2015-03-16 02:00:00,4,0,3,2015,301.75
2015-03-16 03:00:00,5,0,3,2015,306.75
2015-03-16 04:00:00,6,0,3,2015,356.5
2015-03-16 05:00:00,7,0,3,2015,408.0
2015-03-16 06:00:00,8,0,3,2015,435.5
2015-03-16 07:00:00,9,0,3,2015,439.75
2015-03-16 08:00:00,10,0,3,2015,437.0
2015-03-16 09:00:00,11,0,3,2015,439.25
2015-03-16 10:00:00,12,0,3,2015,439.75
2015-03-16 11:00:00,13,0,3,2015,436.25
2015-03-16 12:00:00,14,0,3,2015,432.75
2015-03-16 13:00:00,15,0,3,2015,433.0
2015-03-16 14:00:00,16,0,3,2015,435.25
2015-03-16 15:00:00,17,0,3,2015,454.25
2015-03-16 16:00:00,18,0,3,2015,527.25
2015-03-16 17:00:00,19,0,3,2015,570.0
2015-03-16 18:00:00,20,0,3,2015,555.75
2015-03-16 19:00:00,21,0,3,2015,523.75
2015-03-16 20:00:00,22,0,3,2015,477.25
2015-03-16 21:00:00,23,0,3,2015,424.6666666666667
2015-03-16 22:00:00,0,1,3,2015,366.5
2015-03-16 23:00:00,1,1,3,2015,331.0
2015-03-17 00:00:00,2,1,3,2015,312.75
2015-03-17 01:00:00,3,1,3,2015,304.5
2015-03-17 02:00:00,4,1,3,2015,306.5
2015-03-17 03:00:00,5,1,3,2015,310.25
2015-03-17 04:00:00,6,1,3,2015,358.0
2015-03-17 05:00:00,7,1,3,2015,412.25
2015-03-17 06:00:00,8,1,3,2015,442.0
2015-03-17 07:00:00,9,1,3,2015,447.25
2015-03-17 08:00:00,10,1,3,2015,444.5
2015-03-17 09:00:00,11,1,3,2015,443.0
2015-03-17 10:00:00,12,1,3,2015,450.75
2015-03-17 11:00:00,13,1,3,2015,451.25
2015-03-17 12:00:00,14,1,3,2015,452.5
2015-03-17 13:00:00,15,1,3,2015,447.75
2015-03-17 14:00:00,16,1,3,2015,449.75
2015-03-17 15:00:00,17,1,3,2015,472.25
2015-03-17 16:00:00,18,1,3,2015,545.5
2015-03-17 17:00:00,19,1,3,2015,582.0
2015-03-17 18:00:00,20,1,3,2015,560.75
2015-03-17 19:00:00,21,1,3,2015,526.0
2015-03-17 20:00:00,22,1,3,2015,481.25
2015-03-17 21:00:00,23,1,3,2015,434.6666666666667
2015-03-17 22:00:00,0,2,3,2015,379.0
2015-03-17 23:00:00,1,2,3,2015,341.0
2015-03-18 00:00:00,2,2,3,2015,321.0
2015-03-18 01:00:00,3,2,3,2015,311.75
2015-03-18 02:00:00,4,2,3,2015,313.5
2015-03-18 03:00:00,5,2,3,2015,317.0
2015-03-18 04:00:00,6,2,3,2015,363.75
2015-03-18 05:00:00,7,2,3,2015,420.25
2015-03-18 06:00:00,8,2,3,2015,448.5
2015-03-18 07:00:00,9,2,3,2015,452.25
2015-03-18 08:00:00,10,2,3,2015,444.75
2015-03-18 09:00:00,11,2,3,2015,446.5
2015-03-18 10:00:00,12,2,3,2015,449.5
2015-03-18 11:00:00,13,2,3,2015,449.25
2015-03-18 12:00:00,14,2,3,2015,445.0
2015-03-18 13:00:00,15,2,3,2015,441.25
2015-03-18 14:00:00,16,2,3,2015,452.25
2015-03-18 15:00:00,17,2,3,2015,477.25
2015-03-18 16:00:00,18,2,3,2015,540.75
2015-03-18 17:00:00,19,2,3,2015,577.25
2015-03-18 18:00:00,20,2,3,2015,556.5
2015-03-18 19:00:00,21,2,3,2015,523.5
2015-03-18 20:00:00,22,2,3,2015,479.75
2015-03-18 21:00:00,23,2,3,2015,425.0
2015-03-18 22:00:00,0,3,3,2015,373.75
2015-03-18 23:00:00,1,3,3,2015,338.5
2015-03-19 00:00:00,2,3,3,2015,320.5
2015-03-19 01:00:00,3,3,3,2015,312.5
2015-03-19 02:00:00,4,3,3,2015,313.25
2015-03-19 03:00:00,5,3,3,2015,314.75
2015-03-19 04:00:00,6,3,3,2015,365.25
2015-03-19 05:00:00,7,3,3,2015,417.25
2015-03-19 06:00:00,8,3,3,2015,444.0
2015-03-19 07:00:00,9,3,3,2015,447.5
2015-03-19 08:00:00,10,3,3,2015,446.0
2015-03-19 09:00:00,11,3,3,2015,456.5
2015-03-19 10:00:00,12,3,3,2015,461.25
2015-03-19 11:00:00,13,3,3,2015,463.75
2015-03-19 12:00:00,14,3,3,2015,459.25
2015-03-19 13:00:00,15,3,3,2015,465.0
2015-03-19 14:00:00,16,3,3,2015,469.0
2015-03-19 15:00:00,17,3,3,2015,488.5
2015-03-19 16:00:00,18,3,3,2015,560.0
2015-03-19 17:00:00,19,3,3,2015,596.25
2015-03-19 18:00:00,20,3,3,2015,575.25
2015-03-19 19:00:00,21,3,3,2015,536.5
2015-03-19 20:00:00,22,3,3,2015,483.75
2015-03-19 21:00:00,23,3,3,2015,433.6666666666667
2015-03-19 22:00:00,0,4,3,2015,377.75
2015-03-19 23:00:00,1,4,3,2015,340.5
2015-03-20 00:00:00,2,4,3,2015,322.75
2015-03-20 01:00:00,3,4,3,2015,314.0
2015-03-20 02:00:00,4,4,3,2015,316.75
2015-03-20 03:00:00,5,4,3,2015,318.0
2015-03-20 04:00:00,6,4,3,2015,370.0
2015-03-20 05:00:00,7,4,3,2015,424.5
2015-03-20 06:00:00,8,4,3,2015,460.5
2015-03-20 07:00:00,9,4,3,2015,466.75
2015-03-20 08:00:00,10,4,3,2015,458.75
2015-03-20 09:00:00,11,4,3,2015,461.5
2015-03-20 10:00:00,12,4,3,2015,478.75
2015-03-20 11:00:00,13,4,3,2015,467.75
2015-03-20 12:00:00,14,4,3,2015,450.25
2015-03-20 13:00:00,15,4,3,2015,443.0
2015-03-20 14:00:00,16,4,3,2015,449.0
2015-03-20 15:00:00,17,4,3,2015,473.0
2015-03-20 16:00:00,18,4,3,2015,546.5
2015-03-20 17:00:00,19,4,3,2015,587.75
2015-03-20 18:00:00,20,4,3,2015,574.0
2015-03-20 19:00:00,21,4,3,2015,538.5
2015-03-20 20:00:00,22,4,3,2015,491.5
2015-03-20 21:00:00,23,4,3,2015,442.25
2015-03-20 22:00:00,0,5,3,2015,390.25
2015-03-20 23:00:00,1,5,3,2015,351.75
2015-03-21 00:00:00,2,5,3,2015,328.5
2015-03-21 01:00:00,3,5,3,2015,313.0
2015-03-21 02:00:00,4,5,3,2015,307.75
2015-03-21 03:00:00,5,5,3,2015,301.25
2015-03-21 04:00:00,6,5,3,2015,317.0
2015-03-21 05:00:00,7,5,3,2015,349.25
2015-03-21 06:00:00,8,5,3,2015,392.5
2015-03-21 07:00:00,9,5,3,2015,421.0
2015-03-21 08:00:00,10,5,3,2015,437.25
2015-03-21 09:00:00,11,5,3,2015,446.75
2015-03-21 10:00:00,12,5,3,2015,463.0
2015-03-21 11:00:00,13,5,3,2015,454.75
2015-03-21 12:00:00,14,5,3,2015,429.25
2015-03-21 13:00:00,15,5,3,2015,422.0
2015-03-21 14:00:00,16,5,3,2015,429.25
2015-03-21 15:00:00,17,5,3,2015,455.75
2015-03-21 16:00:00,18,5,3,2015,540.25
2015-03-21 17:00:00,19,5,3,2015,598.0
2015-03-21 18:00:00,20,5,3,2015,576.75
2015-03-21 19:00:00,21,5,3,2015,536.5
2015-03-21 20:00:00,22,5,3,2015,499.75
2015-03-21 21:00:00,23,5,3,2015,455.5
2015-03-21 22:00:00,0,6,3,2015,405.75
2015-03-21 23:00:00,1,6,3,2015,360.0
2015-03-22 00:00:00,2,6,3,2015,335.25
2015-03-22 01:00:00,3,6,3,2015,323.75
2015-03-22 02:00:00,4,6,3,2015,320.25
2015-03-22 03:00:00,5,6,3,2015,307.75
2015-03-22 04:00:00,6,6,3,2015,315.25
2015-03-22 05:00:00,7,6,3,2015,325.5
2015-03-22 06:00:00,8,6,3,2015,336.0
2015-03-22 07:00:00,9,6,3,2015,344.75
2015-03-22 08:00:00,10,6,3,2015,355.5
2015-03-22 09:00:00,11,6,3,2015,370.0
2015-03-22 10:00:00,12,6,3,2015,377.0
2015-03-22 11:00:00,13,6,3,2015,370.25
2015-03-22 12:00:00,14,6,3,2015,351.0
2015-03-22 13:00:00,15,6,3,2015,351.0
2015-03-22 14:00:00,16,6,3,2015,363.0
2015-03-22 15:00:00,17,6,3,2015,390.25
2015-03-22 16:00:00,18,6,3,2015,477.75
2015-03-22 17:00:00,19,6,3,2015,547.5
2015-03-22 18:00:00,20,6,3,2015,546.75
2015-03-22 19:00:00,21,6,3,2015,527.5
2015-03-22 20:00:00,22,6,3,2015,488.0
2015-03-22 21:00:00,23,6,3,2015,443.75
2015-03-22 22:00:00,0,0,3,2015,387.0
2015-03-22 23:00:00,1,0,3,2015,346.25
2015-03-23 00:00:00,2,0,3,2015,326.5
2015-03-23 01:00:00,3,0,3,2015,318.75
2015-03-23 02:00:00,4,0,3,2015,320.0
2015-03-23 03:00:00,5,0,3,2015,320.5
2015-03-23 04:00:00,6,0,3,2015,370.25
2015-03-23 05:00:00,7,0,3,2015,420.5
2015-03-23 06:00:00,8,0,3,2015,455.75
2015-03-23 07:00:00,9,0,3,2015,469.0
2015-03-23 08:00:00,10,0,3,2015,480.75
2015-03-23 09:00:00,11,0,3,2015,479.5
2015-03-23 10:00:00,12,0,3,2015,
2015-03-23 11:00:00,13,0,3,2015,
2015-03-23 12:00:00,14,0,3,2015,
2015-03-23 13:00:00,15,0,3,2015,
2015-03-23 14:00:00,16,0,3,2015,
2015-03-23 15:00:00,17,0,3,2015,
2015-03-23 16:00:00,18,0,3,2015,
2015-03-23 17:00:00,19,0,3,2015,
2015-03-23 18:00:00,20,0,3,2015,
